,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.94251543,611.985,2304.0,1,session_E,22,2,001-2014,EEGNetv4
1,0.9056713,611.985,2304.0,1,session_T,22,2,001-2014,EEGNetv4
2,0.6631944,606.7301,2304.0,2,session_E,22,2,001-2014,EEGNetv4
3,0.67901236,606.7301,2304.0,2,session_T,22,2,001-2014,EEGNetv4
4,0.98939043,499.8427,2304.0,3,session_E,22,2,001-2014,EEGNetv4
5,0.9845679,499.8427,2304.0,3,session_T,22,2,001-2014,EEGNetv4
6,0.7638889,317.7588,2304.0,4,session_E,22,2,001-2014,EEGNetv4
7,0.76948303,317.7588,2304.0,4,session_T,22,2,001-2014,EEGNetv4
8,0.677662,409.27628,2304.0,5,session_E,22,2,001-2014,EEGNetv4
9,0.64660496,409.27628,2304.0,5,session_T,22,2,001-2014,EEGNetv4
10,0.80420524,611.19635,2304.0,6,session_E,22,2,001-2014,EEGNetv4
11,0.8589892,611.19635,2304.0,6,session_T,22,2,001-2014,EEGNetv4
12,0.7654321,489.54044,2304.0,7,session_E,22,2,001-2014,EEGNetv4
13,0.7945602,489.54044,2304.0,7,session_T,22,2,001-2014,EEGNetv4
14,0.982446,402.52353,2304.0,8,session_E,22,2,001-2014,EEGNetv4
15,0.91242284,402.52353,2304.0,8,session_T,22,2,001-2014,EEGNetv4
16,0.7959105,398.06564,2304.0,9,session_E,22,2,001-2014,EEGNetv4
17,0.9076003,398.06564,2304.0,9,session_T,22,2,001-2014,EEGNetv4
